CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_ID,Institution_School,School_ID,Course_Name,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Areas,Teachin&Learning_Topics Covered,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
Enfermagem,723,Universidade Católica Portuguesa,, Escola Superior Politécnica de Saúde (Porto),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola Superior Politécnica de Saúde (Porto),,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola Superior Politécnica de Saúde (Viseu),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola de Enfermagem (Lisboa),,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola de Enfermagem (Lisboa),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola de Enfermagem (Porto),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Escola de Enfermagem (Porto),,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Faculdade de Ciências Sociais,,Enfermagem,,,,Licenciatura terminal,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde,,Enfermagem,,,,Doutoramento,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde,,Enfermagem,,,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde,,Enfermagem,,,,Mestrado,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde (Porto),,Enfermagem,,,,Mestrado,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde (Porto),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Católica Portuguesa,, Instituto de Ciências da Saúde (Porto),,Enfermagem,,,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Atlântica,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Atlântica,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa,, Escola Superior de Saúde,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,, ensino politécnico),,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,, ensino politécnico),,Enfermagem,,,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade Fernando Pessoa (unidade de Ponte de Lima,, ensino politécnico),,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Aveiro,, Escola Superior de Saúde de Aveiro,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Aveiro,, Escola Superior de Saúde de Aveiro,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Setúbal,, Escola Superior de Saúde,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Setúbal,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Setúbal,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,, Lisboa,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,, Lisboa,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde da Cruz Vermelha Portuguesa,, Lisboa,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem da Imaculada Conceição,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem da Imaculada Conceição,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem Dr. José Timóteo Montalvão Machado,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de S. Vicente de Paulo,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de S. Vicente de Paulo,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem S. Francisco das Misericórdias,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem S. Francisco das Misericórdias,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem S. Francisco das Misericórdias,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde de Santa Maria,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde de Santa Maria,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde de Santa Maria,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de S. José de Cluny,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Nordeste,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Nordeste,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Nordeste,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Algarve,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Algarve,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Viseu,,,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Viseu,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Jean Piaget de Viseu,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Ribeiro Sanches,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Ribeiro Sanches,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Egas Moniz,,,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Egas Moniz,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Saúde do Vale do Ave,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Saúde do Vale do Ave,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,,Enfermagem,,,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Cruz Vermelha Portuguesa,, Alto Tâmega,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Saúde do Norte,, CESPU - Escola Superior de Enfermagem do Tâmega e Sousa,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Universitário de Ciências da Saúde,,,,Enfermagem,,,,Bacharelato,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,ISAVE,, Instituto Superior de Saúde,,Enfermagem,,,,Licenciatura,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,ISAVE,, Instituto Superior de Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde Atlântica,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico Jean Piaget do Sul,, Escola Superior de Saúde Jean Piaget de Algarve,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico da Lusofonia,, Escola Superior de Saúde Ribeiro Sanches,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Saúde da Fundação 'Fernando Pessoa',,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico Jean Piaget do Norte,, Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Coimbra,,,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Coimbra,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Coimbra,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Lisboa,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Lisboa,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Lisboa,,,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem do Porto,,,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem do Porto,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Beja,, Escola Superior de Saúde,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Beja,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Beja,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Beja,, Escola Superior de Saúde,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Minho,, Escola Superior de Enfermagem,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Minho,, Escola Superior de Enfermagem,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Minho,, Escola Superior de Enfermagem,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Minho,, Escola Superior de Enfermagem,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Bragança,, Escola Superior de Saúde de Bragança,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Bragança,, Escola Superior de Saúde de Bragança,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Bragança,, Escola Superior de Saúde de Bragança,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Castelo Branco,, Escola Superior de Saúde Dr. Lopes Dias,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Castelo Branco,, Escola Superior de Saúde Dr. Lopes Dias,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Castelo Branco,, Escola Superior de Saúde Dr. Lopes Dias,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Castelo Branco,, Escola Superior de Saúde Dr. Lopes Dias,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Bissaya Barreto,,,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Bissaya Barreto,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca,,,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem do Dr. Ângelo da Fonseca,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Évora,, Escola Superior de Enfermagem de São João de Deus,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Évora,, Escola Superior de Enfermagem de São João de Deus,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Évora,, Escola Superior de Enfermagem de São João de Deus,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade de Évora,, Escola Superior de Enfermagem de São João de Deus,,Enfermagem,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Algarve,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Algarve,, Escola Superior de Saúde,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Universidade do Algarve,, Escola Superior de Saúde,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico da Guarda,, Escola Superior de Saúde da Guarda,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico da Guarda,, Escola Superior de Saúde da Guarda,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico da Guarda,, Escola Superior de Saúde da Guarda,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Leiria,, Escola Superior de Saúde de Leiria,,Enfermagem,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Leiria,, Escola Superior de Saúde de Leiria,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Instituto Politécnico de Leiria,, Escola Superior de Saúde de Leiria,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Artur Ravara,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Artur Ravara,,,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Maria Fernanda Resende,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Francisco Gentil,,,,Enfermagem,,,,Licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Enfermagem,723,Escola Superior de Enfermagem de Francisco Gentil,,,,Enfermagem,,,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
