,CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,Unnamed: 5,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,Unnamed: 13,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
99,Tecnologias de Diagnóstico e Terapêutica,725,Universidade Técnica de Lisboa,800,Instituto Superior Técnico (Alameda),Universidade Técnica de Lisboa - Instituto Superior Técnico (Alameda),807,Tecnologias Biomédicas,,Not sure,Not sure,,Yes,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
100,Tecnologias de Diagnóstico e Terapêutica,725,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Tecnologias da Saúde,,Not sure,Not sure,,Yes,,,Aveiro,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
101,Tecnologias de Diagnóstico e Terapêutica,725,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Tecnologias da Saúde,,Not sure,Not sure,,Yes,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
102,Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Tecnologias de Informação Aplicadas às Ciências Biológicas e Médicas,,Not sure,Not sure,Not sure,Yes,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
103,Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Tecnologias de Informação Aplicadas às Ciências Biológicas e Médicas,,Not sure,Not sure,Not sure,Yes,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
104,Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Tecnologias de Informação Aplicadas às Ciências Biológicas e Médicas,,Not sure,Not sure,Not sure,Yes,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
105,Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Tecnologias de Informação Aplicadas às Ciências Biológicas e Médicas,,Not sure,Not sure,Not sure,Yes,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
120,Estatística,462,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,"Aplicações das Estatísticas às Ciências da Saúde, da Vida e do Ambiente",,Not sure,Not sure,Yes,No,,,Covilhã,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
137,Biologia e Bioquímica,421,Universidade de Trás-os-Montes e Alto Douro,1200,,Universidade de Trás-os-Montes e Alto Douro - ,1200,Biologia Clínica Laboratorial,,Not sure,Not sure,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
138,Biologia e Bioquímica,421,Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências da Vida e do Ambiente,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,1204,Biologia Clínica Laboratorial,,Not sure,Not sure,,No,,,Vila Real,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
139,Biologia e Bioquímica,421,Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,501,Biologia Computacional,,Not sure,Not sure,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
140,Biologia e Bioquímica,421,Universidade de Coimbra,500,Instituto de Investigação Interdisciplinar,Universidade de Coimbra - Instituto de Investigação Interdisciplinar,510,Biologia Experimental e Biomedicina,,Not sure,Not sure,,No,,,Coimbra,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
141,Medicina,721,Universidade de Coimbra,500,Faculdade de Medicina,Universidade de Coimbra - Faculdade de Medicina,506,Biomedicina,,Not sure,Not sure,,No,,,Coimbra,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
142,Medicina,721,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Biomedicina,,Not sure,Not sure,,No,,,Covilhã,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
143,Medicina,721,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Biomedicina,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
144,Medicina,721,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Biomedicina,,Not sure,Not sure,,No,,,Covilhã,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
145,Medicina,721,Universidade Nova de Lisboa,900,Faculdade de Ciências Médicas,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,901,Biomedicina (associação),,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
146,Medicina,721,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Biomedicina (associação),,Not sure,Not sure,,No,,,Aveiro,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
147,Medicina,721,Universidade Católica Portuguesa,2200,Faculdade de Medicina Dentária,Universidade Católica Portuguesa - Faculdade de Medicina Dentária,2230,Biomedicina Aplicada,,Not sure,Not sure,,No,,,Braga,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
148,Medicina,721,Universidade Católica Portuguesa,2200,Centro Regional das Beiras,Universidade Católica Portuguesa - Centro Regional das Beiras,2225,Biomedicina Aplicada,,Not sure,Not sure,,No,,,Viseu,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
149,Ciências Farmacêuticas,727,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Biomedicina Farmacêutica,,Not sure,Not sure,,No,,,Aveiro,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
150,Biologia e Bioquímica,421,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Biomedicina Molecular,,Not sure,Not sure,,No,,,Aveiro,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
155,Biologia e Bioquímica,421,Instituto Universitário de Ciências da Saúde,4441,,Instituto Universitário de Ciências da Saúde - ,4441,Bioquímica Aplicada às Ciências da Saúde,,Not sure,Not sure,,No,,,Vila Nova De Gaia,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
156,Biologia e Bioquímica,421,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Bioquímica em Saúde,,Not sure,Not sure,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
157,Biologia e Bioquímica,421,Universidade Nova de Lisboa,900,Faculdade de Ciências e Tecnologia,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,903,Bioquímica para a Saúde,,Not sure,Not sure,,No,,,Almada,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
158,Biologia e Bioquímica,421,Universidade Nova de Lisboa,900,Faculdade de Ciências Médicas,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,901,Bioquímica para a Saúde,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
159,Biologia e Bioquímica,421,Universidade Nova de Lisboa,900,Instituto de Tecnologia Química e Biológica António Xavier,Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica António Xavier,910,Bioquímica para a Saúde,,Not sure,Not sure,,No,,,Oeiras,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
161,Saúde,720,Universidade Fernando Pessoa,2750,,Universidade Fernando Pessoa - ,2750,Biotecnologia e Saúde,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
163,Tecnologias de Diagnóstico e Terapêutica,725,Universidade Católica Portuguesa,2200,Faculdade de Engenharia,Universidade Católica Portuguesa - Faculdade de Engenharia,2255,Biotecnologia Médica,,Not sure,Not sure,,No,,,Sintra,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
164,Tecnologias de Diagnóstico e Terapêutica,725,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Biotecnologia Molecular e Celular Aplicada às Ciências da Saúde,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
165,Tecnologias de Diagnóstico e Terapêutica,725,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Biotecnologia Molecular e Celular Aplicada às Ciências da Saúde,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
167,Saúde - programas não classificados noutra área de formação,729,Instituto Politécnico da Guarda,3090,Escola Superior de Saúde da Guarda,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,7040,Ciências Aplicadas à Saúde ? áreas de especialização de Intervenção Comunitária e de Biotecnologia,,Not sure,Not sure,,No,,,Guarda,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
168,Saúde - programas não classificados noutra área de formação,729,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Ciências Aplicadas à Saúde ? áreas de especialização de Intervenção Comunitária e de Biotecnologia,,Not sure,Not sure,,No,,,Bragança,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
169,Saúde - programas não classificados noutra área de formação,729,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Básicas da Saúde,,Not sure,Not sure,,No,,,Porto,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
170,Saúde - programas não classificados noutra área de formação,729,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Ciências Básicas da Saúde,,Not sure,Not sure,,No,,,Porto,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
171,Saúde - programas não classificados noutra área de formação,729,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Básicas da Saúde,,Not sure,Not sure,,No,,,Covilhã,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
172,Biologia e Bioquímica,421,Instituto Politécnico da Guarda,3090,Escola Superior de Saúde da Guarda,Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda,7040,Biotecnologia Medicinal,,Not sure,Not sure,,No,,,Guarda,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
173,Biologia e Bioquímica,421,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Biotecnologia Medicinal,,Not sure,Not sure,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
174,Saúde - programas não classificados noutra área de formação,729,Universidade Nova de Lisboa,900,Faculdade de Ciências Médicas,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,901,Ciências Básicas da Saúde,,Not sure,Not sure,,No,,,Lisboa,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
175,Saúde - programas não classificados noutra área de formação,729,Universidade dos Açores,100,Faculdade de Ciências e Tecnologia,Universidade dos Açores - Faculdade de Ciências e Tecnologia,7091,Ciências Básicas da Saúde,,Not sure,Not sure,,No,,,Ponta Delgada,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
176,Ciências Dentárias,724,Universidade de Lisboa,700,Faculdade de Medicina Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,6600,Ciências Básicas de Saúde Oral,,No,Not sure,,No,,,Lisboa,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
177,Ciências Dentárias,724,Universidade de Coimbra,500,Faculdade de Medicina,Universidade de Coimbra - Faculdade de Medicina,506,Ciências Básicas de Saúde Oral,,No,Not sure,,No,,,Coimbra,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
178,Ciências Dentárias,724,Universidade de Lisboa,700,Faculdade de Medicina Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,6600,Ciências Básicas de Saúde Oral,,No,Not sure,,No,,,Lisboa,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
179,Ciências Dentárias,724,Universidade do Porto,1100,Faculdade de Medicina Dentária,Universidade do Porto - Faculdade de Medicina Dentária,1113,Ciências Básicas de Saúde Oral,,No,Not sure,,No,,,Porto,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
185,Medicina,721,Universidade do Minho,1000,,Universidade do Minho - ,1000,Ciências Básicas de Medicina,,Not sure,Not sure,,No,,,Braga,,Licenciatura de mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
186,Medicina,721,Universidade Católica Portuguesa,2200,Faculdade de Medicina,Universidade Católica Portuguesa - Faculdade de Medicina,2230,Ciências Básicas de Medicina,,Not sure,Not sure,,No,,,Braga,,Licenciatura de mestrado integrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
192,Biologia e Bioquímica,421,Instituto Universitário de Ciências da Saúde,4441,,Instituto Universitário de Ciências da Saúde - ,4441,Ciências Biomédicas,,Not sure,Not sure,,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
193,Biologia e Bioquímica,421,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Ciências Biomédicas,,Not sure,Not sure,,No,,,Aveiro,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
194,Biologia e Bioquímica,421,Universidade Católica Portuguesa,2200,Faculdade de Medicina Dentária,Universidade Católica Portuguesa - Faculdade de Medicina Dentária,2230,Ciências Biomédicas,,Not sure,Not sure,,No,,,Braga,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
195,Biologia e Bioquímica,421,Universidade do Algarve,200,Faculdade de Medicina e Ciências Biomédicas,Universidade do Algarve - Faculdade de Medicina e Ciências Biomédicas,204,Ciências Biomédicas,,Not sure,Not sure,,No,,,Faro,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
196,Biologia e Bioquímica,421,Universidade do Algarve,200,,Universidade do Algarve - ,200,Ciências Biomédicas,,Not sure,Not sure,,No,,,Faro,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
197,Biologia e Bioquímica,421,Universidade Católica Portuguesa,2200,Centro Regional das Beiras,Universidade Católica Portuguesa - Centro Regional das Beiras,2225,Ciências Biomédicas,,Not sure,Not sure,,No,,,Viseu,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
198,Biologia e Bioquímica,421,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Biomédicas,,Not sure,Not sure,,No,,,Covilhã,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
199,Biologia e Bioquímica,421,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Viseu),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Viseu),2217,Ciências Biomédicas,,Not sure,Not sure,,No,,,Viseu,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
200,Biologia e Bioquímica,421,Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,Universidade do Algarve - Faculdade de Ciências e Tecnologia,203,Ciências Biomédicas,,Not sure,Not sure,,No,,,Faro,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
201,Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências Biomédicas,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
202,Medicina,721,Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,Universidade do Algarve - Faculdade de Ciências e Tecnologia,203,Ciências Biomédicas,,Not sure,Not sure,,No,,,Faro,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
203,Medicina,721,Universidade Nova de Lisboa,900,Instituto de Higiene e Medicina Tropical,Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical,905,Ciências Biomédicas,,Not sure,Not sure,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
204,Medicina,721,Universidade Nova de Lisboa,900,Instituto de Higiene e Medicina Tropical,Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical,905,Ciências Biomédicas,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
205,Medicina,721,Universidade Nova de Lisboa,900,Instituto de Higiene e Medicina Tropical,Universidade Nova de Lisboa - Instituto de Higiene e Medicina Tropical,905,Ciências Biomédicas,,Not sure,Not sure,,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
206,Medicina,721,Universidade de Aveiro,300,,Universidade de Aveiro - ,300,Ciências Biomédicas,,Not sure,Not sure,,No,,,Aveiro,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
207,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Biomédicas,,Not sure,Not sure,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
208,Medicina,721,Universidade dos Açores,100,Ponta Delgada,Universidade dos Açores - Ponta Delgada,130,Ciências Biomédicas,,Not sure,Not sure,,No,,,Ponta Delgada,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
209,Medicina,721,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Biomédicas,,Not sure,Not sure,,No,,,Porto,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
210,Medicina,721,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Biomédicas,,Not sure,Not sure,,No,,,Covilhã,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
