CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Porto,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Saúde Dr. Lopes Dias,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,7020,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Castelo Branco,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Porto,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Nordeste,4102,,Escola Superior de Saúde Jean Piaget de Nordeste - ,4102,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Silves,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,4101,,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia - ,4101,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Algarve,4102,,Escola Superior de Saúde Jean Piaget de Algarve - ,4102,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Silves,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Paredes,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,ISAVE,4441,Instituto Superior de Saúde,ISAVE - Instituto Superior de Saúde,4441,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Ribeiro Sanches,4104,,Escola Superior de Saúde Ribeiro Sanches - ,4104,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Lisboa,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Bragança,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,7220,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Lisboa,,Bacharelato,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola do Serviço de Saúde Militar,7540,,Escola do Serviço de Saúde Militar - ,7540,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Lisboa,,Bacharelato,,,,Public , Military and Security Forces Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Almada,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Oeiras,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade Fernando Pessoa,2750,Escola Superior de Saúde,Universidade Fernando Pessoa - Escola Superior de Saúde,2750,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Porto,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Almada,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade do Algarve,200,Escola Superior de Saúde,Universidade do Algarve - Escola Superior de Saúde,3087,Análises Clínicas e de Saúde Pública,,Not sure,No,,No,,,Portimão,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Saúde Dr. Lopes Dias,Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias,7020,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Castelo Branco,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade Católica Portuguesa,2200,Escola Superior Politécnica de Saúde (Porto),Universidade Católica Portuguesa - Escola Superior Politécnica de Saúde (Porto),2216,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Lisboa,3110,Escola Superior de Tecnologia da Saúde de Lisboa,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,7220,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Oeiras,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade Fernando Pessoa,2750,Escola Superior de Saúde,Universidade Fernando Pessoa - Escola Superior de Saúde,2750,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade do Algarve,200,Escola Superior de Saúde,Universidade do Algarve - Escola Superior de Saúde,3087,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Portimão,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Nordeste,4102,,Escola Superior de Saúde Jean Piaget de Nordeste - ,4102,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Silves,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,4101,,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia - ,4101,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Jean Piaget de Algarve,4102,,Escola Superior de Saúde Jean Piaget de Algarve - ,4102,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Silves,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,7210,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Coimbra,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Ribeiro Sanches,4104,,Escola Superior de Saúde Ribeiro Sanches - ,4104,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Bragança,3040,Escola Superior de Saúde de Bragança,Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança,7015,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Bragança,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde da Fundação 'Fernando Pessoa',4091,,Escola Superior de Saúde da Fundação 'Fernando Pessoa' - ,4091,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Lisboa,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Almada,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Atlântica,2701,,Escola Superior de Saúde Atlântica - ,2701,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Oeiras,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,ISAVE,4441,Instituto Superior de Saúde,ISAVE - Instituto Superior de Saúde,4441,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Análises Clínicas e Saúde Pública,,Not sure,No,,No,,,Paredes,,Licenciatura 1.º ciclo,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico de Saúde do Norte,4107,CESPU - Escola Superior de Saúde do Vale do Ave,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,4107,Análises Químico-Biológicas,,No,No,,No,,,Paredes,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Análises Químico-Biológicas,,No,No,,No,,,Almada,,Bacharelato,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Instituto Politécnico de Tomar,3240,Escola Superior de Tecnologia de Tomar,Instituto Politécnico de Tomar - Escola Superior de Tecnologia de Tomar,3242,Analítica e Inteligência Organizacional,,No,No,No,No,,,Tomar,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Dentárias,724,Universidade do Porto,1100,Faculdade de Medicina Dentária,Universidade do Porto - Faculdade de Medicina Dentária,1113,Anatomia Dentária e Genética Oro-Facial,,No,No,,No,,,Porto,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Coimbra,500,Faculdade de Medicina,Universidade de Coimbra - Faculdade de Medicina,506,Anestesiologia e Terapêutica da Dor,,No,No,,No,,,Coimbra,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Biologia e Bioquímica,421,Universidade de Évora,600,,Universidade de Évora - ,600,Antropologia Biológica,,No,No,,No,,,Évora,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Aplicações da Matemática,,Not sure,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Aplicações da Matemática,,Not sure,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Saúde - programas não classificados noutra área de formação,729,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Assistência Integral em Urgências e Emergências,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,,Universidade de Évora - ,600,Astrofísica Computacional,,No,No,,No,,,Évora,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,Instituto de Investigação e Formação Avançada,Universidade de Évora - Instituto de Investigação e Formação Avançada,601,Astrofísica Computacional,,No,No,,No,,,Évora,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,501,Astrofísica e Instrumentação para o Espaço,,No,No,,No,,,Coimbra,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia,,No,No,,No,,,Porto,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Astronomia e Astrofísica,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Astronomia e Astrofísica,,No,No,,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Universidade Nova de Lisboa,900,Faculdade de Ciências Médicas,Universidade Nova de Lisboa - Faculdade de Ciências Médicas,901,Audiologia,,Not sure,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Instituto Politécnico do Porto,3130,Escola Superior de Saúde do Porto,Instituto Politécnico do Porto - Escola Superior de Saúde do Porto,3132,Audiologia,,Not sure,No,,No,,,Porto,,Licenciatura bietápica,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Tecnologias de Diagnóstico e Terapêutica,725,Escola Superior de Saúde Egas Moniz,4106,,Escola Superior de Saúde Egas Moniz - ,4106,Audiologia,,Not sure,No,,No,,,Almada,,Licenciatura bietápica,,,,Private,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
